1920x1080,#genre#
东方卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226237/1.m3u8
东方卫视蓝光[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225828/1.m3u8
湖南卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226241/1.m3u8
浙江卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226247/1.m3u8
江苏卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8
山东卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226308/1.m3u8
湖北卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226310/1.m3u8
安徽卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226223/1.m3u8
广东卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8
广东卫视蓝光[1920*1080],http://112.17.40.140/PLTV/88888888/224/3221226225/index.m3u8
深圳卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226245/1.m3u8
龙江卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8
江西卫视蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8
重庆卫视蓝光[1920*1080],http://ivi.bupt.edu.cn/hls/cqhd.m3u8
河南卫视蓝光[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=19&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
蓝光影视1台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226736/1.m3u8
蓝光影视2台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225881/1.m3u8
蓝光影视3台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226708/1.m3u8
蓝光影视4台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226712/1.m3u8
蓝光影视5台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225893/1.m3u8
蓝光影视6台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226692/1.m3u8
蓝光影视7台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226754/1.m3u8
蓝光影视12台[1920*1080],http://39.134.52.206/wh7f454c46tw2522585283_-1736190513/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226752/index.m3u8?icpid=88888890&RTS=1575014274&from=1&ocs=2_39.134.52.206_80&hms_devid=835&vqe=3
蓝光动画13台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226732/1.m3u8
蓝光动画14台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226741/1.m3u8
蓝光动漫15台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226743/1.m3u8
蓝光影视16台[1920*1080],http://ivi.bupt.edu.cn/hls/chchd.m3u8
韩国阿里郎[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
欢笑剧场蓝光[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226729/1.m3u8
北京纪实蓝光[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225944/1.m3u8
纪实频道蓝光[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225946/1.m3u8
极速汽车蓝光[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226140/1.m3u8
动漫秀场蓝光[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226141/1.m3u8
黑莓动画蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225914/1.m3u8
黑莓电竞蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225931/1.m3u8
黑莓电影蓝光[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225927/1.m3u8
奥铃匹克蓝光[1920*1080],http://ott-live.olympicchannel.com/out/u/OC1_1.m3u8?fluxustv.m3u8
超级电影[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
超级综艺[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
超级体育[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8
中国功夫[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226298/1.m3u8
金牌综艺[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226296/1.m3u8
农业致富[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226304/1.m3u8
潮妈辣婆[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226286/1.m3u8
炫舞未来[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8
明星大片[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226295/1.m3u8
自由搏击[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226297/1.m3u8
海外综合[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226302/1.m3u8
惊梀悬疑[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226294/1.m3u8
爱情喜剧[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226299/1.m3u8
精品记录[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226293/1.m3u8
精品体育[1920*1080],http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226328/1.m3u8
爱电竞[1920*1080],http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱动漫[1920*1080],http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱都市[1920*1080],http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱江湖[1920*1080],http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱解密[1920*1080],http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱经典[1920*1080],http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱军武[1920*1080],http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱科幻[1920*1080],http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱历史[1920*1080],http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱美食[1920*1080],http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱奇谈[1920*1080],http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱时尚[1920*1080],http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱世界[1920*1080],http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱玩具[1920*1080],http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱喜剧[1920*1080],http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱悬疑[1920*1080],http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱幼教[1920*1080],http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱院线[1920*1080],http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱探索[1920*1080],http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
爱猎奇[1920*1080],http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
爱娱乐[1920*1080],http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
爱浪漫[1920*1080],http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/index.m3u8?fmt=ts2hls
票房大片[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_heibangdianying_1080p_t10/c16_lb_heibangdianying_1080p_t10.m3u8
惊悚午夜[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_jingnawuyechang_1080p_t10/c16_lb_jingnawuyechang_1080p_t10.m3u8
动画电影[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_donghuadianying_1080p_t10/c16_lb_donghuadianying_1080p_t10.m3u8
温情影院[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_chenglong_1080p_t10/c15_lb_chenglong_1080p_t10.m3u8
周末影院[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_fengxiaogang_1080p_t10/c16_lb_fengxiaogang_1080p_t10.m3u8
谍战剧场[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_diezhanjuchang_1080p_t10/c16_lb_diezhanjuchang_1080p_t10.m3u8
军旅剧场[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_junlvjuchang_1080p_t10/c16_lb_junlvjuchang_1080p_t10.m3u8
超清修复[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_longmenbiaoju_1080p_t10/c16_lb_longmenbiaoju_1080p_t10.m3u8
收视冠军[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_dajuchongwen_1080p_t10/c15_lb_dajuchongwen_1080p_t10.m3u8
青春剧场[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_weizhangzhe_1080p_t10/c15_lb_weizhangzhe_1080p_t10.m3u8
抗战剧场[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_kangzhanjuchang_1080p_t10/c15_lb_kangzhanjuchang_1080p_t10.m3u8
喜羊灰狼[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_xiyangyang_1080p_t10/c15_lb_xiyangyang_1080p_t10.m3u8
儿子爸爸[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_datouerzi_1080p_t10/c16_lb_datouerzi_1080p_t10.m3u8
儿歌大全[1920*1080],http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_ergedaquan_1080p_t10/c15_lb_ergedaquan_1080p_t10.m3u8
刘   涛[1920*1080],http://aldirect.rtmp.huya.com/src/94525224-2579730250-11079857056251904000-3048959666-10057-A-0-1.m3u8
林正英[1920*1080],http://aldirect.rtmp.huya.com/src/94525224-2460686034-10568566041753944064-2789274542-10057-A-0-1.m3u8
凤凰香港[1920*1080],http://qlive.fengshows.cn/live720p/PHK.flv?txSecret=daefe6664bbeadcfb4ee2338a48d041c&txTime=16f1ea41738
信吉電視[1920*1080],http://220.130.241.203:1935/sjtv/livestream/chunklist_w1048671923.m3u8
人間衛視[1920*1080],http://54.64.23.79:1935/live/vod/playlist.m3u8
百事通台[1920*1080],http://112.17.40.145/PLTV/88888888/224/3221226596/index.m3u8
韩国KTV 韩国电视[1920*1080],http://218.38.152.31:1935/klive/klive.stream/playlist.m3u8
韩国阿里郎WORLDworld[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韩国阿里郎WORLD[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
Luxury World[1920*1080],http://nano.teleservice.su:8080/hls/luxury.m3u8
俄罗斯HD时尚频道[1920*1080],http://95.67.47.115/hls/hdfashion_ua_hi/index.m3u8
Docurama电视[1920*1080],https://cinedigm.vo.llnwd.net/conssui/amagi_hls_data_xumo1234A-docuramaA/CDN/master.m3u8
CON电视[1920*1080],https://cinedigm.vo.llnwd.net/conssui/amagi_hls_data_xumo123-contv/CDN/master.m3u8
河北农民[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225868/1.m3u8
泉州综合[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=42&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
福州综合[1920*1080],http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
娄底公共[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225830/1.m3u8
西安影视[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=30&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
开州综合频道[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225945/3.m3u8
渝北都市频道[1920*1080],http://yubeilive.cbg.cn/ch0-3.m3u8
襄阳综合[1920*1080],http://aplay.gztv.com/sec/yingshi.m3u8
襄阳公共[1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=33&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
南京影视[1920*1080],http://ivi.bupt.edu.cn/hls/btv1hd.m3u8
巴中公共频道[1920*1080],http://117.169.120.140:8080/live/hdshandongstv/.m3u8
宣汉新闻综合[1920*1080],http://223.110.245.147/ott.js.chinamobile.com/PLTV/3/224/3221225634/index.m3u8
宣汉城市公众[1920*1080],http://ivi.bupt.edu.cn/hls/ahhd.m3u8
峨边电视台[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225843/1.m3u8
红河州新闻综合[1920*1080],http://live.hhtv.cc:9099/ch1/ch1.m3u8
红河州经济生活[1920*1080],http://live.hhtv.cc:9099/ch2/ch2.m3u8
个旧综合[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225828/1.m3u8
温州经济科教[1920*1080],http://ivi.bupt.edu.cn/hls/szhd.m3u8
温州都市生活[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225848/1.m3u8
新昌新闻综合[1920*1080],http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌休闲影视[1920*1080],http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
上海东方卫视[1920*1080],http://ivi.bupt.edu.cn/hls/dfhd.m3u8
乌克兰VOTV[1920*1080],http://hls.cdn.ua/vo.org.ua_live/_definst_/online-ru-hotbird-high/chunklist.m3u8
五星体育[1920*1080],http://117.148.187.83/PLTV/88888888/224/3221226582/index.m3u8
信吉电视[1920*1080],http://220.130.241.203:1935/sjtv/livestream/chunklist_w1048671923.m3u8
厦视综合[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226814/3.m3u8
厦门影视[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226764/3.m3u8
厦门海峡[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226777/3.m3u8
厦门生活[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221226760/3.m3u8
天水新闻综合[1920*1080],http://61.178.129.74:5021/live_hls/1/playlist.m3u8
宣恩综合[1920*1080],http://xuanen.live.cjyun.org/video/s10097-xezh/index.m3u8
巴中公共频道[1920*1080],http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_247.m3u8
巴中综合频道[1920*1080],http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_246.m3u8
德州公共频道[1920*1080],http://video.dztv.tv:1935/live/dzgg_gq/playlist.m3u8
德州新闻频道[1920*1080],http://video.dztv.tv:1935/live/xwzh_gq/playlist.m3u8
攀枝花新闻[1920*1080],http://zb.pzhgd.com:9091/live/xwzh.m3u8
洪雅新闻综合[1920*1080],http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
红河州新闻综合[1920*1080],http://221.3.215.43:9099/ch1/ch1.m3u8
红河州经济生活[1920*1080],http://221.3.215.43:9099/ch2/ch2.m3u8
绵竹新闻综合[1920*1080],http://pili-live-hls.66.i2863.com/i2863-66/live_66_404312.m3u8
肃州电视台[1920*1080],http://117.156.28.119/270000001111/1110000123/index.m3u8
西昌综合[1920*1080],http://stream.xctv.news:8084/1a6c203cd4644dd9a27a4b07a1159e14/h264_500k_ts/index.m3u8?type=flv2hls_m3u8
超级体育[1920*1080],http://39.134.52.180/PLTV/88888888/224/3221225883/index.m3u8
超级体育6-HD[1920*1080],http://39.134.52.183/wh7f454c46tw3669132437_-1850260639/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226030/index.m3u8
长沙公交移动[1920*1080],http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_357.m3u8
长阳综合频道[1920*1080],http://changyang.live.cjyun.org/video/s10114-cy1t/index.m3u8
黄冈公共频道[1920*1080],http://huanggang.live.cjyun.org/video/s10120-xwgg.m3u8
黑龙江卫视[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225940/3.m3u8
黑龙江卫视高清[1920*1080],http://112.50.243.8/PLTV/88888888/224/3221225862/1.m3u8
黔西南公共[1920*1080],http://live.qxndt.com/channel3/sd/live.m3u8
黔西南综合[1920*1080],http://live.qxndt.com/channel2/sd/live.m3u8
张家界2台[1920*1080],http://stream.zjjrtv.com/zjjtv2/hd/live.m3u8
钟祥新闻综合[1920*1080],http://zhongxiang.live.cjyun.org/video/s10103-zxtv/index.m3u8
宜昌综合[1920*1080],http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000274.m3u8
随州农村[1920*1080],http://suizhou.source.cjyun.org/video/s10145-szncpd.m3u8
惠州综合[1920*1080],http://livehuiz.sobeycache.com/live/zb01.m3u8?auth_key=1590030432-0-0-1bbff456219cf4a695137623cd8cb183
蛇口电视台[1920*1080],http://218.17.99.211:5080/hls/ttsw6ccn.m3u8
新郑综合[1920*1080],http://live.dxhmt.cn:9081/tv/10184-1.m3u8
中牟综合[1920*1080],http://live.dxhmt.cn:9081/tv/10122-1.m3u8
孟州电视台[1920*1080],http://live.dxhmt.cn:9081/tv/10883-1.m3u8
罗山电视台[1920*1080],http://live.dxhmt.cn:9081/tv/11521-1.m3u8
宿州新闻综合[1920*1080],http://live.ahsz.tv/video/s10001-szzh/index.m3u8
浙江钱江[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8?k=ace136d16e3700972b06cca5316b34d8&t=1577153432
浙江经视生活[1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8?k=3bc164885721feecc386b066a39b8567&t=1577153471
浙江教育科技[1920*1080],http://yf-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8?k=081fd5478f77ca96d036894bd58f31f7&t=1577153579
浙江影视娱乐[1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8?k=79b277c166767a9e072b9629b446d4e9&t=1577153637
浙江6套[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8?k=7902d458851930a3cab9763349e1425c&t=1577153702
浙江公共频道[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8?k=4812130c6c3788cf5c6a6ba64a47678c&t=1577153743
浙江少儿频道[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
浙江留学频道[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8?k=e50bfc43311fc5aecad39f294634bb01&t=1577153817
浙江国际[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8?k=48877e6c28c2a0215eb8712eb48b888d&t=1577153884
浙江数码[1920*1080],http://yf-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8?k=be3395c0fc4f07f9bc5ca2098d55687f&t=1577153951
湖北综合[1920*1080],http://live.cjyun.org/hubeitv/s10008-live-hbzh.m3u8
陕西都市[1920*1080],http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000169.m3u8
建安电视台[1920*1408],http://live.dxhmt.cn:9081/tv/11003-1.m3u8
荆门教育[1920*1440],http://live.jmtv.com.cn/ggsh/sd/live.m3u8
荆门公共农谷[1920*1440],http://live.jmtv.com.cn/ngpd/sd/live.m3u8
宿州公共频道[1920*1080],http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教频道[1920*1080],http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
滁州公共频道[1920*1080],http://223.110.243.173/PLTV/3/224/3221227220/index.m3u8
綦江综合频道[1920*1080],http://218.17.99.211:82/hls/d4encs75.m3u8
江津新闻综合[1920*1080],http://stream.hsqtv.cn/2/sd/live.m3u8
三明公共频道[1920*1080],http://xinl.live.maxtv.cn/live/zb/playlist.m3u8
晋江侨乡[1920*1080],http://stream.jinjiang.tv/1/sd/live.m3u8
滦县综艺频道[1920*1080],http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227191/index.m3u8
黄冈新闻频道[1920*1080],http://huanggang.live.cjyun.org/video/s10120-xwzh.m3u8
太仓党建频道[1920*1080],http://61.178.129.74:5021/live_hls/3/playlist.m3u8
邳州综合频道[1920*1080],http://stream.pznews.com/pztv1/sd/live.m3u8
邳州综艺频道[1920*1080],http://stream.pznews.com/pztv2/sd/live.m3u8
德州新闻频道[1920*1080],http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8


1280x720,#genre#

凤凰卫视中文台[1280*720],http://117.169.120.138:8080/live/fhchinese/index.m3u8
吉林卫视蓝光[1280*720],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=25&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
四川卫视超清[1280*720],http://118.123.60.17:8112/syhjcms_hls/10000100000000050000000000000080
海南卫视超清[1280*720],http://hnhbxww.com/live.php?http://mlive1.91kds.cn/b9/hitv.m3u8?id=lywshd
蓝光影视10台[1280*720],http://112.17.40.145/PLTV/88888888/224/3221226360/index.m3u8
蓝光影视11台[1280*720],http://stream.guihet.com/migu/index.php?id=625542369
